id,title,publication_year,language,primary_is_oa,primary_license,primary_version,is_accepted,is_published,papertype,is_oa,oa_status,countries_distinct_count,journal_id,journal_name,host_id,host_name,institutions_distinct_count,cited_by_count,fwci,locations_count,first_author_id,first_author_name,first_author_orcid,author_data_list,paper_keywords,topics,paper_concepts,related_works,referenced_works_count
https://openalex.org/W2964051877,Multimodal Transformer for Unaligned Multimodal Language Sequences,2019,en,True,cc-by,publishedVersion,True,True,article,True,hybrid,2,,,,,2,990,57.374,5,https://openalex.org/A5015826285,Yao-Hung Hubert Tsai,https://orcid.org/0000-0001-5312-1875,"[[""https://openalex.org/A5015826285"", ""Yao-Hung Hubert Tsai"", ""https://orcid.org/0000-0001-5312-1875""], [""https://openalex.org/A5037832036"", ""Shaojie Bai"", ""https://orcid.org/0009-0006-7526-5216""], [""https://openalex.org/A5086233510"", ""Paul Pu Liang"", ""https://orcid.org/0000-0001-7768-3610""], [""https://openalex.org/A5075035644"", ""J. Zico Kolter"", ""https://orcid.org/0000-0002-8106-5759""], [""https://openalex.org/A5081398601"", ""Louis\u2010Philippe Morency"", ""https://orcid.org/0000-0001-6376-7696""], [""https://openalex.org/A5071983998"", ""Ruslan Salakhutdinov"", ""https://orcid.org/0000-0002-3752-2756""]]","[[""https://openalex.org/keywords/crossmodal"", ""Crossmodal""], [""https://openalex.org/keywords/modalities"", ""Modalities""], [""https://openalex.org/keywords/modality"", ""Modality (human\u2013computer interaction)""], [""https://openalex.org/keywords/multimodal-learning"", ""Multimodal learning""]]","[[""https://openalex.org/T11309"", ""Music and Audio Processing""], [""https://openalex.org/T10860"", ""Speech and Audio Processing""], [""https://openalex.org/T10201"", ""Speech Recognition and Synthesis""]]","[[""https://openalex.org/C60115397"", ""Crossmodal""], [""https://openalex.org/C41008148"", ""Computer science""], [""https://openalex.org/C207347870"", ""Gesture""], [""https://openalex.org/C66322947"", ""Transformer""], [""https://openalex.org/C2779903281"", ""Modalities""], [""https://openalex.org/C2780226545"", ""Modality (human\u2013computer interaction)""], [""https://openalex.org/C154945302"", ""Artificial intelligence""], [""https://openalex.org/C184898388"", ""Pairwise comparison""], [""https://openalex.org/C28490314"", ""Speech recognition""], [""https://openalex.org/C195324797"", ""Natural language""], [""https://openalex.org/C2780660688"", ""Multimodal learning""], [""https://openalex.org/C204321447"", ""Natural language processing""], [""https://openalex.org/C26760741"", ""Perception""], [""https://openalex.org/C178253425"", ""Visual perception""], [""https://openalex.org/C127413603"", ""Engineering""], [""https://openalex.org/C36289849"", ""Social science""], [""https://openalex.org/C165801399"", ""Voltage""], [""https://openalex.org/C169760540"", ""Neuroscience""], [""https://openalex.org/C144024400"", ""Sociology""], [""https://openalex.org/C119599485"", ""Electrical engineering""], [""https://openalex.org/C86803240"", ""Biology""]]","[""https://openalex.org/W953566696"", ""https://openalex.org/W4390136517"", ""https://openalex.org/W4381827277"", ""https://openalex.org/W4240440807"", ""https://openalex.org/W3167558523"", ""https://openalex.org/W3157841754"", ""https://openalex.org/W3120825179"", ""https://openalex.org/W2041257890"", ""https://openalex.org/W2014028898"", ""https://openalex.org/W2010220987""]",42
https://openalex.org/W4313007769,CSWin Transformer: A General Vision Transformer Backbone with Cross-Shaped Windows,2022,en,False,,,False,False,article,True,green,2,https://openalex.org/S4363607701,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,3,787,403.224,2,https://openalex.org/A5055238399,Xiaoyi Dong,https://orcid.org/0000-0002-4654-835X,"[[""https://openalex.org/A5055238399"", ""Xiaoyi Dong"", ""https://orcid.org/0000-0002-4654-835X""], [""https://openalex.org/A5074566006"", ""Jianmin Bao"", null], [""https://openalex.org/A5100364587"", ""Dongdong Chen"", ""https://orcid.org/0000-0002-4642-4373""], [""https://openalex.org/A5067689180"", ""Weiming Zhang"", ""https://orcid.org/0000-0001-5576-6108""], [""https://openalex.org/A5064573190"", ""Nenghai Yu"", ""https://orcid.org/0000-0003-4417-9316""], [""https://openalex.org/A5053160003"", ""Lu Yuan"", null], [""https://openalex.org/A5100319464"", ""Dong Chen"", ""https://orcid.org/0000-0002-7102-6836""], [""https://openalex.org/A5101666011"", ""Baining Guo"", ""https://orcid.org/0000-0001-8349-8868""]]","[[""https://openalex.org/keywords/flops"", ""FLOPS""], [""https://openalex.org/keywords/limiting"", ""Limiting""]]","[[""https://openalex.org/T11992"", ""CCD and CMOS Imaging Sensors""], [""https://openalex.org/T12389"", ""Infrared Target Detection Methodologies""], [""https://openalex.org/T10502"", ""Advanced Memory and Neural Computing""]]","[[""https://openalex.org/C66322947"", ""Transformer""], [""https://openalex.org/C41008148"", ""Computer science""], [""https://openalex.org/C45374587"", ""Computation""], [""https://openalex.org/C89600930"", ""Segmentation""], [""https://openalex.org/C3826847"", ""FLOPS""], [""https://openalex.org/C154945302"", ""Artificial intelligence""], [""https://openalex.org/C188198153"", ""Limiting""], [""https://openalex.org/C11413529"", ""Algorithm""], [""https://openalex.org/C173608175"", ""Parallel computing""], [""https://openalex.org/C165801399"", ""Voltage""], [""https://openalex.org/C119599485"", ""Electrical engineering""], [""https://openalex.org/C127413603"", ""Engineering""], [""https://openalex.org/C78519656"", ""Mechanical engineering""]]","[""https://openalex.org/W4382323155"", ""https://openalex.org/W4315697128"", ""https://openalex.org/W4287067436"", ""https://openalex.org/W4280599700"", ""https://openalex.org/W3205506801"", ""https://openalex.org/W3183570023"", ""https://openalex.org/W3036852732"", ""https://openalex.org/W2986126107"", ""https://openalex.org/W2971502891"", ""https://openalex.org/W2798769807""]",54
https://openalex.org/W2612775630,Discovery of nitrate–CPK–NLP signalling in central nutrient–growth networks,2017,en,False,,,False,False,article,True,green,3,https://openalex.org/S137773608,Nature,https://openalex.org/P4310319908,Nature Portfolio,5,507,36.501,5,https://openalex.org/A5068256933,Kun-Hsiang Liu,https://orcid.org/0000-0003-1141-5554,"[[""https://openalex.org/A5068256933"", ""Kun-Hsiang Liu"", ""https://orcid.org/0000-0003-1141-5554""], [""https://openalex.org/A5065853482"", ""Yajie Niu"", null], [""https://openalex.org/A5049583742"", ""Mineko Konishi"", ""https://orcid.org/0000-0002-4503-2175""], [""https://openalex.org/A5068335374"", ""Yue Wu"", ""https://orcid.org/0000-0001-7770-9331""], [""https://openalex.org/A5103269445"", ""Hao Du"", ""https://orcid.org/0000-0003-2248-0271""], [""https://openalex.org/A5039758940"", ""Hoo Sun Chung"", ""https://orcid.org/0000-0002-7459-8709""], [""https://openalex.org/A5016647580"", ""Lie Li"", ""https://orcid.org/0000-0003-1508-5484""], [""https://openalex.org/A5057176071"", ""Marie Boudsocq"", ""https://orcid.org/0000-0001-8945-6773""], [""https://openalex.org/A5084905246"", ""Matthew McCormack"", null], [""https://openalex.org/A5073278290"", ""Shugo Maekawa"", ""https://orcid.org/0000-0002-6021-505X""], [""https://openalex.org/A5101706531"", ""Tetsuya Ishida"", ""https://orcid.org/0000-0002-4906-8909""], [""https://openalex.org/A5100460074"", ""Chao Zhang"", ""https://orcid.org/0000-0001-6418-8370""], [""https://openalex.org/A5113991044"", ""Kevan M. Shokat"", null], [""https://openalex.org/A5055401085"", ""Shuichi Yanagisawa"", ""https://orcid.org/0000-0002-3758-5933""], [""https://openalex.org/A5040590746"", ""Jen Sheen"", ""https://orcid.org/0000-0001-8970-9267""]]","[[""https://openalex.org/keywords/nitrogen-assimilation"", ""Nitrogen Assimilation""], [""https://openalex.org/keywords/signalling"", ""Signalling""], [""https://openalex.org/keywords/reprogramming"", ""Reprogramming""], [""https://openalex.org/keywords/nutrient-sensing"", ""Nutrient Sensing""]]","[[""https://openalex.org/T11247"", ""Plant nutrient uptake and metabolism""], [""https://openalex.org/T10184"", ""Plant Molecular Biology Research""], [""https://openalex.org/T10014"", ""Plant Stress Responses and Tolerance""]]","[[""https://openalex.org/C3119751"", ""Nitrogen assimilation""], [""https://openalex.org/C86803240"", ""Biology""], [""https://openalex.org/C2779491563"", ""Arabidopsis""], [""https://openalex.org/C143065580"", ""Mutant""], [""https://openalex.org/C86339819"", ""Transcription factor""], [""https://openalex.org/C95444343"", ""Cell biology""], [""https://openalex.org/C39743133"", ""Signalling""], [""https://openalex.org/C162317418"", ""Transcriptome""], [""https://openalex.org/C2776384668"", ""Nitrate""], [""https://openalex.org/C77255625"", ""Reprogramming""], [""https://openalex.org/C184235292"", ""Kinase""], [""https://openalex.org/C2776030549"", ""Nutrient sensing""], [""https://openalex.org/C62478195"", ""Signal transduction""], [""https://openalex.org/C104317684"", ""Gene""], [""https://openalex.org/C55493867"", ""Biochemistry""], [""https://openalex.org/C150194340"", ""Gene expression""], [""https://openalex.org/C18903297"", ""Ecology""]]","[""https://openalex.org/W3147805512"", ""https://openalex.org/W2395945797"", ""https://openalex.org/W2368295610"", ""https://openalex.org/W2129470469"", ""https://openalex.org/W2114018997"", ""https://openalex.org/W2081985804"", ""https://openalex.org/W2018711046"", ""https://openalex.org/W1976583488"", ""https://openalex.org/W1631979401"", ""https://openalex.org/W1543102035""]",67
https://openalex.org/W4287024925,Program Synthesis with Large Language Models,2021,en,True,other-oa,submittedVersion,False,False,preprint,True,green,0,https://openalex.org/S4306400194,arXiv (Cornell University),https://openalex.org/I205783295,Cornell University,0,190,,3,https://openalex.org/A5014400463,Jacob Austin,https://orcid.org/0009-0001-2589-2805,"[[""https://openalex.org/A5014400463"", ""Jacob Austin"", ""https://orcid.org/0009-0001-2589-2805""], [""https://openalex.org/A5006249840"", ""Augustus Odena"", null], [""https://openalex.org/A5112464301"", ""Maxwell Nye"", null], [""https://openalex.org/A5074322007"", ""Maarten Bosma"", null], [""https://openalex.org/A5016302450"", ""Henryk Michalewski"", null], [""https://openalex.org/A5015793563"", ""D. Dohan"", null], [""https://openalex.org/A5045401706"", ""Ellen Jiang"", null], [""https://openalex.org/A5065663195"", ""Carrie J. Cai"", ""https://orcid.org/0000-0001-9421-7128""], [""https://openalex.org/A5076929586"", ""Michael Terry"", ""https://orcid.org/0009-0002-0918-7468""], [""https://openalex.org/A5088551093"", ""Quoc V. Le"", ""https://orcid.org/0000-0002-1087-2844""], [""https://openalex.org/A5028501178"", ""Charles Sutton"", ""https://orcid.org/0000-0002-0041-3820""]]","[[""https://openalex.org/keywords/python"", ""Python""], [""https://openalex.org/keywords/benchmark"", ""Benchmark (surveying)""]]","[[""https://openalex.org/T10260"", ""Software Engineering Research""], [""https://openalex.org/T10430"", ""Software Engineering Techniques and Practices""], [""https://openalex.org/T10743"", ""Software Testing and Debugging Techniques""]]","[[""https://openalex.org/C519991488"", ""Python (programming language)""], [""https://openalex.org/C41008148"", ""Computer science""], [""https://openalex.org/C199360897"", ""Programming language""], [""https://openalex.org/C185798385"", ""Benchmark (surveying)""], [""https://openalex.org/C173853756"", ""Dialog box""], [""https://openalex.org/C43126263"", ""Source code""], [""https://openalex.org/C137293760"", ""Language model""], [""https://openalex.org/C154945302"", ""Artificial intelligence""], [""https://openalex.org/C111919701"", ""Operating system""], [""https://openalex.org/C13280743"", ""Geodesy""], [""https://openalex.org/C205649164"", ""Geography""]]","[""https://openalex.org/W3156493709"", ""https://openalex.org/W2980207396"", ""https://openalex.org/W2789551765"", ""https://openalex.org/W2417260800"", ""https://openalex.org/W2283130723"", ""https://openalex.org/W2117933979"", ""https://openalex.org/W2104718772"", ""https://openalex.org/W2098987383"", ""https://openalex.org/W1596203174"", ""https://openalex.org/W103938586""]",0
https://openalex.org/W632432350,MEANS: A medical question-answering system combining NLP techniques and semantic Web technologies,2015,en,False,,,False,False,article,False,closed,2,https://openalex.org/S174847851,Information Processing & Management,https://openalex.org/P4310320990,Elsevier BV,3,212,16.789,1,https://openalex.org/A5011349649,Asma Ben Abacha,https://orcid.org/0000-0001-6312-9387,"[[""https://openalex.org/A5011349649"", ""Asma Ben Abacha"", ""https://orcid.org/0000-0001-6312-9387""], [""https://openalex.org/A5090195478"", ""Pierre Zweigenbaum"", ""https://orcid.org/0000-0001-8410-4808""]]","[[""https://openalex.org/keywords/semantic-search"", ""Semantic Search""], [""https://openalex.org/keywords/representation"", ""Representation""]]","[[""https://openalex.org/T10028"", ""Topic Modeling""], [""https://openalex.org/T11710"", ""Biomedical Text Mining and Ontologies""], [""https://openalex.org/T10181"", ""Natural Language Processing Techniques""]]","[[""https://openalex.org/C41008148"", ""Computer science""], [""https://openalex.org/C44291984"", ""Question answering""], [""https://openalex.org/C23123220"", ""Information retrieval""], [""https://openalex.org/C166423231"", ""Semantic search""], [""https://openalex.org/C2780451532"", ""Task (project management)""], [""https://openalex.org/C2129575"", ""Semantic Web""], [""https://openalex.org/C204321447"", ""Natural language processing""], [""https://openalex.org/C167379230"", ""Semantic Web Stack""], [""https://openalex.org/C511149849"", ""Semantic computing""], [""https://openalex.org/C148792806"", ""Semantic analytics""], [""https://openalex.org/C36503486"", ""Domain (mathematical analysis)""], [""https://openalex.org/C2776359362"", ""Representation (politics)""], [""https://openalex.org/C154945302"", ""Artificial intelligence""], [""https://openalex.org/C136764020"", ""World Wide Web""], [""https://openalex.org/C134306372"", ""Mathematical analysis""], [""https://openalex.org/C33923547"", ""Mathematics""], [""https://openalex.org/C187736073"", ""Management""], [""https://openalex.org/C94625758"", ""Politics""], [""https://openalex.org/C17744445"", ""Political science""], [""https://openalex.org/C199539241"", ""Law""], [""https://openalex.org/C162324750"", ""Economics""]]","[""https://openalex.org/W4229736327"", ""https://openalex.org/W4206751470"", ""https://openalex.org/W2537839963"", ""https://openalex.org/W2387349142"", ""https://openalex.org/W2348459908"", ""https://openalex.org/W2341454089"", ""https://openalex.org/W2151801904"", ""https://openalex.org/W2093676590"", ""https://openalex.org/W2087715630"", ""https://openalex.org/W146038348""]",47
https://openalex.org/W3035668167,How Does NLP Benefit Legal System: A Summary of Legal Artificial Intelligence,2020,en,True,cc-by,publishedVersion,True,True,preprint,True,hybrid,1,,,,,2,244,,2,https://openalex.org/A5091819878,Haoxi Zhong,,"[[""https://openalex.org/A5091819878"", ""Haoxi Zhong"", null], [""https://openalex.org/A5014699953"", ""Chaojun Xiao"", ""https://orcid.org/0000-0001-6039-0942""], [""https://openalex.org/A5012930542"", ""Cunchao Tu"", ""https://orcid.org/0000-0002-4538-9860""], [""https://openalex.org/A5100667602"", ""Tianyang Zhang"", ""https://orcid.org/0000-0003-4519-0939""], [""https://openalex.org/A5100320723"", ""Zhiyuan Liu"", ""https://orcid.org/0000-0002-7709-2543""], [""https://openalex.org/A5046448314"", ""Maosong Sun"", ""https://orcid.org/0000-0002-6011-6115""]]","[[""https://openalex.org/keywords/legal-case"", ""Legal case""]]","[[""https://openalex.org/T13643"", ""Artificial Intelligence in Law""], [""https://openalex.org/T10028"", ""Topic Modeling""], [""https://openalex.org/T10181"", ""Natural Language Processing Techniques""]]","[[""https://openalex.org/C41008148"", ""Computer science""], [""https://openalex.org/C154945302"", ""Artificial intelligence""], [""https://openalex.org/C36503486"", ""Domain (mathematical analysis)""], [""https://openalex.org/C204321447"", ""Natural language processing""], [""https://openalex.org/C157170001"", ""Applications of artificial intelligence""], [""https://openalex.org/C2778049185"", ""Legal case""], [""https://openalex.org/C2522767166"", ""Data science""], [""https://openalex.org/C199539241"", ""Law""], [""https://openalex.org/C17744445"", ""Political science""], [""https://openalex.org/C134306372"", ""Mathematical analysis""], [""https://openalex.org/C33923547"", ""Mathematics""]]","[""https://openalex.org/W2789919619"", ""https://openalex.org/W2610387714"", ""https://openalex.org/W2369308426"", ""https://openalex.org/W2359001871"", ""https://openalex.org/W2293457016"", ""https://openalex.org/W2167662847"", ""https://openalex.org/W1569841287"", ""https://openalex.org/W1560657467"", ""https://openalex.org/W1551406738"", ""https://openalex.org/W1512718085""]",114
https://openalex.org/W4385227045,"Large language models in health care: Development, applications, and challenges",2023,en,True,cc-by,publishedVersion,True,True,review,True,diamond,2,https://openalex.org/S4393919543,Health care science,,,7,123,3.123,3,https://openalex.org/A5101731922,Rui Yang,https://orcid.org/0009-0006-0597-7197,"[[""https://openalex.org/A5101731922"", ""Rui Yang"", ""https://orcid.org/0009-0006-0597-7197""], [""https://openalex.org/A5105159188"", ""Ting Fang Tan"", null], [""https://openalex.org/A5045807606"", ""Wei Lu"", ""https://orcid.org/0000-0003-0827-0382""], [""https://openalex.org/A5018942914"", ""Arun James Thirunavukarasu"", ""https://orcid.org/0000-0001-8968-4768""], [""https://openalex.org/A5032625133"", ""Daniel Shu Wei Ting"", ""https://orcid.org/0000-0003-2264-7174""], [""https://openalex.org/A5100367554"", ""Nan Liu"", ""https://orcid.org/0000-0003-3610-4883""]]",[],"[[""https://openalex.org/T11636"", ""Artificial Intelligence in Healthcare and Education""], [""https://openalex.org/T10028"", ""Topic Modeling""], [""https://openalex.org/T13702"", ""Machine Learning in Healthcare""]]","[[""https://openalex.org/C160735492"", ""Health care""], [""https://openalex.org/C71924100"", ""Medicine""], [""https://openalex.org/C50522688"", ""Economic growth""], [""https://openalex.org/C162324750"", ""Economics""]]","[""https://openalex.org/W4389568370"", ""https://openalex.org/W3108674512"", ""https://openalex.org/W3032375762"", ""https://openalex.org/W3031052312"", ""https://openalex.org/W2748952813"", ""https://openalex.org/W2148612803"", ""https://openalex.org/W2080531066"", ""https://openalex.org/W1995515455"", ""https://openalex.org/W1506200166"", ""https://openalex.org/W1489783725""]",45
https://openalex.org/W4283705032,Automatic Generation of Programming Exercises and Code Explanations Using Large Language Models,2022,en,True,,publishedVersion,True,True,preprint,True,bronze,2,,,,,2,266,,4,https://openalex.org/A5064114707,Sami Sarsa,https://orcid.org/0000-0002-7277-9282,"[[""https://openalex.org/A5064114707"", ""Sami Sarsa"", ""https://orcid.org/0000-0002-7277-9282""], [""https://openalex.org/A5032890999"", ""Paul Denny"", ""https://orcid.org/0000-0002-5150-9806""], [""https://openalex.org/A5076828114"", ""Arto Hellas"", ""https://orcid.org/0000-0001-6502-209X""], [""https://openalex.org/A5041367899"", ""Juho Leinonen"", ""https://orcid.org/0000-0001-6829-9449""]]","[[""https://openalex.org/keywords/code"", ""Code (set theory)""], [""https://openalex.org/keywords/sample"", ""Sample (material)""], [""https://openalex.org/keywords/generative-model"", ""Generative model""], [""https://openalex.org/keywords/program-code"", ""Program code""]]","[[""https://openalex.org/T10533"", ""Teaching and Learning Programming""], [""https://openalex.org/T10260"", ""Software Engineering Research""], [""https://openalex.org/T10743"", ""Software Testing and Debugging Techniques""]]","[[""https://openalex.org/C41008148"", ""Computer science""], [""https://openalex.org/C39890363"", ""Generative grammar""], [""https://openalex.org/C2776760102"", ""Code (set theory)""], [""https://openalex.org/C2779530757"", ""Quality (philosophy)""], [""https://openalex.org/C198531522"", ""Sample (material)""], [""https://openalex.org/C154945302"", ""Artificial intelligence""], [""https://openalex.org/C167966045"", ""Generative model""], [""https://openalex.org/C34165917"", ""Programming paradigm""], [""https://openalex.org/C199360897"", ""Programming language""], [""https://openalex.org/C2988963302"", ""Program code""], [""https://openalex.org/C204321447"", ""Natural language processing""], [""https://openalex.org/C115903868"", ""Software engineering""], [""https://openalex.org/C138885662"", ""Philosophy""], [""https://openalex.org/C185592680"", ""Chemistry""], [""https://openalex.org/C177264268"", ""Set (abstract data type)""], [""https://openalex.org/C111472728"", ""Epistemology""], [""https://openalex.org/C43617362"", ""Chromatography""]]","[""https://openalex.org/W4395044357"", ""https://openalex.org/W4387506531"", ""https://openalex.org/W4380551139"", ""https://openalex.org/W4365211920"", ""https://openalex.org/W4317695495"", ""https://openalex.org/W4299831724"", ""https://openalex.org/W4287117424"", ""https://openalex.org/W3014948380"", ""https://openalex.org/W2967848559"", ""https://openalex.org/W2087346071""]",92
https://openalex.org/W2940744433,Generating Long Sequences with Sparse Transformers.,2019,en,False,,submittedVersion,False,False,preprint,False,closed,0,https://openalex.org/S4306400194,arXiv (Cornell University),https://openalex.org/I205783295,Cornell University,0,511,,1,https://openalex.org/A5084512458,Rewon Child,,"[[""https://openalex.org/A5084512458"", ""Rewon Child"", null], [""https://openalex.org/A5026541761"", ""Scott Gray"", null], [""https://openalex.org/A5051250767"", ""Alec Radford"", null], [""https://openalex.org/A5006446297"", ""Ilya Sutskever"", null]]","[[""https://openalex.org/keywords/initialization"", ""Initialization""], [""https://openalex.org/keywords/quadratic-growth"", ""Quadratic growth""], [""https://openalex.org/keywords/sequence"", ""Sequence (biology)""]]","[[""https://openalex.org/T10028"", ""Topic Modeling""], [""https://openalex.org/T11714"", ""Multimodal Machine Learning Applications""], [""https://openalex.org/T11307"", ""Domain Adaptation and Few-Shot Learning""]]","[[""https://openalex.org/C114466953"", ""Initialization""], [""https://openalex.org/C195956108"", ""Quadratic growth""], [""https://openalex.org/C41008148"", ""Computer science""], [""https://openalex.org/C43364308"", ""Byte""], [""https://openalex.org/C66322947"", ""Transformer""], [""https://openalex.org/C2778112365"", ""Sequence (biology)""], [""https://openalex.org/C56372850"", ""Sparse matrix""], [""https://openalex.org/C123657996"", ""Architecture""], [""https://openalex.org/C173608175"", ""Parallel computing""], [""https://openalex.org/C11413529"", ""Algorithm""], [""https://openalex.org/C80444323"", ""Theoretical computer science""], [""https://openalex.org/C2781181686"", ""Coherence (philosophical gambling strategy)""], [""https://openalex.org/C154945302"", ""Artificial intelligence""], [""https://openalex.org/C33923547"", ""Mathematics""], [""https://openalex.org/C9390403"", ""Computer hardware""], [""https://openalex.org/C199360897"", ""Programming language""], [""https://openalex.org/C127413603"", ""Engineering""], [""https://openalex.org/C142362112"", ""Art""], [""https://openalex.org/C105795698"", ""Statistics""], [""https://openalex.org/C121332964"", ""Physics""], [""https://openalex.org/C62520636"", ""Quantum mechanics""], [""https://openalex.org/C165801399"", ""Voltage""], [""https://openalex.org/C86803240"", ""Biology""], [""https://openalex.org/C163716315"", ""Gaussian""], [""https://openalex.org/C119599485"", ""Electrical engineering""], [""https://openalex.org/C153349607"", ""Visual arts""], [""https://openalex.org/C54355233"", ""Genetics""]]","[""https://openalex.org/W3131922516"", ""https://openalex.org/W3085139254"", ""https://openalex.org/W3082274269"", ""https://openalex.org/W3045733172"", ""https://openalex.org/W3034573343"", ""https://openalex.org/W3033529678"", ""https://openalex.org/W3030163527"", ""https://openalex.org/W3015468748"", ""https://openalex.org/W2998108143"", ""https://openalex.org/W2994673210"", ""https://openalex.org/W2970597249"", ""https://openalex.org/W2965373594"", ""https://openalex.org/W2964308564"", ""https://openalex.org/W2964121744"", ""https://openalex.org/W2964110616"", ""https://openalex.org/W2963403868"", ""https://openalex.org/W2963341956"", ""https://openalex.org/W2946567085"", ""https://openalex.org/W2194775991"", ""https://openalex.org/W2064675550""]",25
https://openalex.org/W1871067837,Automated Encoding of Clinical Documents Based on Natural Language Processing,2004,en,True,,publishedVersion,True,True,article,True,bronze,1,https://openalex.org/S129839026,Journal of the American Medical Informatics Association,https://openalex.org/P4310311648,Oxford University Press,1,541,8.921,4,https://openalex.org/A5109277899,Carol Friedman,,"[[""https://openalex.org/A5109277899"", ""Carol Friedman"", null], [""https://openalex.org/A5008364378"", ""Lyudmila Shagina"", null], [""https://openalex.org/A5074706648"", ""Yves A. Lussier"", ""https://orcid.org/0000-0001-9854-1005""], [""https://openalex.org/A5053670656"", ""George Hripcsak"", ""https://orcid.org/0000-0003-2664-7614""]]",[],"[[""https://openalex.org/T11710"", ""Biomedical Text Mining and Ontologies""], [""https://openalex.org/T10028"", ""Topic Modeling""], [""https://openalex.org/T10181"", ""Natural Language Processing Techniques""]]","[[""https://openalex.org/C69505689"", ""Unified Medical Language System""], [""https://openalex.org/C41008148"", ""Computer science""], [""https://openalex.org/C204321447"", ""Natural language processing""], [""https://openalex.org/C100660578"", ""Recall""], [""https://openalex.org/C81669768"", ""Precision and recall""], [""https://openalex.org/C179518139"", ""Coding (social sciences)""], [""https://openalex.org/C154945302"", ""Artificial intelligence""], [""https://openalex.org/C177264268"", ""Set (abstract data type)""], [""https://openalex.org/C23123220"", ""Information retrieval""], [""https://openalex.org/C169903167"", ""Test set""], [""https://openalex.org/C105795698"", ""Statistics""], [""https://openalex.org/C33923547"", ""Mathematics""], [""https://openalex.org/C41895202"", ""Linguistics""], [""https://openalex.org/C138885662"", ""Philosophy""], [""https://openalex.org/C199360897"", ""Programming language""]]","[""https://openalex.org/W79619734"", ""https://openalex.org/W4382052965"", ""https://openalex.org/W4367460280"", ""https://openalex.org/W2412562470"", ""https://openalex.org/W2358294942"", ""https://openalex.org/W2158122759"", ""https://openalex.org/W2101373085"", ""https://openalex.org/W1871067837"", ""https://openalex.org/W1527558617"", ""https://openalex.org/W1517188135""]",39
